Namespace(batch_size=2048, beta1=0.5, beta2=0.999, channels=1, d_conv_dim=64, d_lr=0.0004, dataroot='../data', dataset='fashion', epochs=10000, g_conv_dim=64, g_lr=0.0001, g_num=5, img_size=64, log_path='./logs', log_step=10, model='dcgan', model_save_path='./models', model_save_step=1.0, num_workers=2, parallel=False, pretrained_model=None, sample_path='./samples', sample_step=100, train=True, use_tensorboard=True, version='1028_fashion_10kepochs_hatano', z_dim=100)
Generator(
  (l1): Sequential(
    (0): ConvTranspose2d(100, 512, kernel_size=(4, 4), stride=(1, 1), bias=False)
    (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (l2): Sequential(
    (0): ConvTranspose2d(512, 256, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (l3): Sequential(
    (0): ConvTranspose2d(256, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (l4): Sequential(
    (0): ConvTranspose2d(128, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (last): Sequential(
    (0): ConvTranspose2d(64, 1, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): Tanh()
  )
)
Discriminator(
  (l1): Sequential(
    (0): Conv2d(1, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (l2): Sequential(
    (0): Conv2d(64, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (l3): Sequential(
    (0): Conv2d(128, 256, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1))
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (l4): Sequential(
    (0): Conv2d(256, 512, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1))
    (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (last_adv): Sequential(
    (0): Conv2d(512, 1, kernel_size=(4, 4), stride=(1, 1), bias=False)
  )
)
Elapsed [0:00:11.709118], G_step [0/10000], D_step[0/10000], d_out_gp: 0.4235, g_loss: 8.3636, 
Elapsed [0:00:11.818029], G_step [10/10000], D_step[10/10000], d_out_gp: 0.3398, g_loss: 5.6619, 
Elapsed [0:00:11.842917], G_step [20/10000], D_step[20/10000], d_out_gp: 0.3623, g_loss: 4.3464, 
Elapsed [0:00:11.843808], G_step [30/10000], D_step[30/10000], d_out_gp: 0.3372, g_loss: 5.9218, 
Elapsed [0:00:11.914836], G_step [40/10000], D_step[40/10000], d_out_gp: 0.3551, g_loss: 5.0569, 
Elapsed [0:00:11.871711], G_step [50/10000], D_step[50/10000], d_out_gp: 0.3476, g_loss: 6.4307, 
Elapsed [0:00:11.875015], G_step [60/10000], D_step[60/10000], d_out_gp: 0.3452, g_loss: 5.1266, 
Elapsed [0:00:11.897417], G_step [70/10000], D_step[70/10000], d_out_gp: 0.3418, g_loss: 5.5621, 
Elapsed [0:00:11.846640], G_step [80/10000], D_step[80/10000], d_out_gp: 0.3404, g_loss: 5.8611, 
Elapsed [0:00:11.846755], G_step [90/10000], D_step[90/10000], d_out_gp: 0.3574, g_loss: 4.7753, 
Elapsed [0:00:11.925395], G_step [100/10000], D_step[100/10000], d_out_gp: 0.3402, g_loss: 6.1365, 
Elapsed [0:00:11.876685], G_step [110/10000], D_step[110/10000], d_out_gp: 0.3427, g_loss: 5.2389, 
Elapsed [0:00:11.854500], G_step [120/10000], D_step[120/10000], d_out_gp: 0.3407, g_loss: 5.9733, 
Elapsed [0:00:12.537821], G_step [130/10000], D_step[130/10000], d_out_gp: 0.3372, g_loss: 5.0182, 
Elapsed [0:00:11.966971], G_step [140/10000], D_step[140/10000], d_out_gp: 0.3415, g_loss: 5.5902, 
Elapsed [0:00:11.858772], G_step [150/10000], D_step[150/10000], d_out_gp: 0.3497, g_loss: 5.6010, 
Elapsed [0:00:11.844289], G_step [160/10000], D_step[160/10000], d_out_gp: 0.3430, g_loss: 5.5611, 
Elapsed [0:00:11.884658], G_step [170/10000], D_step[170/10000], d_out_gp: 0.3495, g_loss: 5.9149, 
Elapsed [0:00:11.838741], G_step [180/10000], D_step[180/10000], d_out_gp: 0.3507, g_loss: 5.2440, 
Elapsed [0:00:11.812255], G_step [190/10000], D_step[190/10000], d_out_gp: 0.3484, g_loss: 5.7296, 
Elapsed [0:00:11.801586], G_step [200/10000], D_step[200/10000], d_out_gp: 0.3359, g_loss: 5.7718, 
Elapsed [0:00:11.858124], G_step [210/10000], D_step[210/10000], d_out_gp: 0.3349, g_loss: 4.8895, 
Elapsed [0:00:11.842526], G_step [220/10000], D_step[220/10000], d_out_gp: 0.3380, g_loss: 5.7167, 
Elapsed [0:00:11.859414], G_step [230/10000], D_step[230/10000], d_out_gp: 0.3370, g_loss: 5.6394, 
Elapsed [0:00:11.865217], G_step [240/10000], D_step[240/10000], d_out_gp: 0.3981, g_loss: 5.4000, 
