Namespace(batch_size=2048, beta1=0.5, beta2=0.999, channels=1, d_conv_dim=64, d_lr=0.0004, dataroot='../data', dataset='mnist', epochs=3000, g_conv_dim=64, g_lr=0.0001, g_num=5, img_size=64, log_path='./logs', log_step=10, model='dcgan', model_save_path='./models', model_save_step=1.0, num_workers=2, parallel=False, pretrained_model=None, sample_path='./samples', sample_step=100, train=True, use_tensorboard=True, version='1022_mnist_3kepochs_matsumoto', z_dim=100)
Generator(
  (l1): Sequential(
    (0): ConvTranspose2d(100, 512, kernel_size=(4, 4), stride=(1, 1), bias=False)
    (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (l2): Sequential(
    (0): ConvTranspose2d(512, 256, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (l3): Sequential(
    (0): ConvTranspose2d(256, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (l4): Sequential(
    (0): ConvTranspose2d(128, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU(inplace=True)
  )
  (last): Sequential(
    (0): ConvTranspose2d(64, 1, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): Tanh()
  )
)
Discriminator(
  (l1): Sequential(
    (0): Conv2d(1, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (l2): Sequential(
    (0): Conv2d(64, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (l3): Sequential(
    (0): Conv2d(128, 256, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1))
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (l4): Sequential(
    (0): Conv2d(256, 512, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1))
    (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2, inplace=True)
  )
  (last_adv): Sequential(
    (0): Conv2d(512, 1, kernel_size=(4, 4), stride=(1, 1), bias=False)
  )
)
Elapsed [0:00:39.270061], G_step [0/3000], D_step[0/3000], d_out_gp: 0.3355, g_loss: 6.8450, 
Elapsed [0:00:41.357191], G_step [10/3000], D_step[10/3000], d_out_gp: 0.3313, g_loss: 6.5955, 
Elapsed [0:00:41.452723], G_step [20/3000], D_step[20/3000], d_out_gp: 0.3361, g_loss: 6.4746, 
Elapsed [0:00:41.377546], G_step [30/3000], D_step[30/3000], d_out_gp: 0.3395, g_loss: 5.2410, 
Elapsed [0:00:41.187683], G_step [40/3000], D_step[40/3000], d_out_gp: 0.4485, g_loss: 5.2066, 
Elapsed [0:00:41.183806], G_step [50/3000], D_step[50/3000], d_out_gp: 0.3413, g_loss: 5.1844, 
Elapsed [0:00:41.392637], G_step [60/3000], D_step[60/3000], d_out_gp: 0.3522, g_loss: 5.7659, 
Elapsed [0:00:41.362426], G_step [70/3000], D_step[70/3000], d_out_gp: 0.3431, g_loss: 5.0157, 
Elapsed [0:00:41.368373], G_step [80/3000], D_step[80/3000], d_out_gp: 0.3322, g_loss: 5.6165, 
Elapsed [0:00:41.343928], G_step [90/3000], D_step[90/3000], d_out_gp: 0.3377, g_loss: 5.3693, 
Elapsed [0:00:41.385980], G_step [100/3000], D_step[100/3000], d_out_gp: 0.3455, g_loss: 4.6721, 
Elapsed [0:00:41.370841], G_step [110/3000], D_step[110/3000], d_out_gp: 0.3415, g_loss: 5.1425, 
Elapsed [0:00:41.135562], G_step [120/3000], D_step[120/3000], d_out_gp: 0.3640, g_loss: 4.1553, 
Elapsed [0:00:41.357052], G_step [130/3000], D_step[130/3000], d_out_gp: 0.3627, g_loss: 3.8393, 
Elapsed [0:00:41.385601], G_step [140/3000], D_step[140/3000], d_out_gp: 0.3449, g_loss: 4.3186, 
Elapsed [0:00:41.376441], G_step [150/3000], D_step[150/3000], d_out_gp: 0.5138, g_loss: 2.0624, 
Elapsed [0:00:41.359900], G_step [160/3000], D_step[160/3000], d_out_gp: 0.3569, g_loss: 4.3176, 
Elapsed [0:00:41.325425], G_step [170/3000], D_step[170/3000], d_out_gp: 0.3601, g_loss: 4.5270, 
Elapsed [0:00:41.371343], G_step [180/3000], D_step[180/3000], d_out_gp: 0.4574, g_loss: 3.2533, 
Elapsed [0:00:41.353478], G_step [190/3000], D_step[190/3000], d_out_gp: 0.3631, g_loss: 4.3924, 
Elapsed [0:00:41.178054], G_step [200/3000], D_step[200/3000], d_out_gp: 0.4317, g_loss: 2.4701, 
Elapsed [0:00:41.406299], G_step [210/3000], D_step[210/3000], d_out_gp: 0.3927, g_loss: 3.3966, 
Elapsed [0:00:41.443842], G_step [220/3000], D_step[220/3000], d_out_gp: 0.3618, g_loss: 4.3240, 
Elapsed [0:00:41.396427], G_step [230/3000], D_step[230/3000], d_out_gp: 0.3665, g_loss: 4.6822, 
Elapsed [0:00:41.345968], G_step [240/3000], D_step[240/3000], d_out_gp: 0.3718, g_loss: 4.9976, 
